datetime_collected,status,primary_source,collection_mode,total_duration,carbon_emissions,price,type,target_date,airline,flight_number,airplane,travel_class,departure_airport,departure_time,arrival_airport,arrival_time,leg_duration
2026-09-05,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",5196,One way,,Cebu Pacific,5J 487,Airbus A321neo,Economy,MNL,2026-09-06 14:45,BCD,2026-09-06 16:10,85
2026-09-05,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-05,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-05,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-05,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2060,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-05,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2060,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-05,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2060,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-05,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-05,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2564,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-05,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-05,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2731,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-05,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2731,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-05,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3067,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-05,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-06,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-07 20:25,BCD,2026-09-07 21:50,85
2026-09-06,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-09-07 21:40,BCD,2026-09-07 23:05,85
2026-09-06,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2612,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-07 20:50,BCD,2026-09-07 22:05,75
2026-09-06,success,True,rolling,85,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2900,One way,,Cebu Pacific,5J 475,Airbus A320,Economy,MNL,2026-09-07 20:15,BCD,2026-09-07 21:40,85
2026-09-06,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,,Cebu Pacific,5J 487,Airbus A321neo,Economy,MNL,2026-09-07 14:45,BCD,2026-09-07 16:10,85
2026-09-06,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-09-07 15:50,BCD,2026-09-07 17:15,85
2026-09-06,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4299,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-07 13:35,BCD,2026-09-07 14:50,75
2026-09-06,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4971,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-07 16:20,BCD,2026-09-07 17:35,75
2026-09-06,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",6427,One way,,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-09-07 09:20,BCD,2026-09-07 10:35,75
2026-09-06,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",6708,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-07 07:15,BCD,2026-09-07 08:40,85
2026-09-06,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-06,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-06,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-06,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2060,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-06,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2060,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-06,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2060,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-06,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-06,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2564,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-06,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-06,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2731,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-06,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2731,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-06,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3067,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-06,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-07,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2383,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-08 20:50,BCD,2026-09-08 22:05,75
2026-09-07,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-08 20:15,BCD,2026-09-08 21:40,85
2026-09-07,success,True,rolling,85,"{'this_flight': 52000, 'typical_for_this_route': 52000, 'difference_percent': 0}",2564,One way,,Cebu Pacific,5J 475,Airbus A320neo,Economy,MNL,2026-09-08 21:25,BCD,2026-09-08 22:50,85
2026-09-07,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-09-08 21:50,BCD,2026-09-08 23:15,85
2026-09-07,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3236,One way,,Cebu Pacific,5J 487,Airbus A321neo,Economy,MNL,2026-09-08 14:45,BCD,2026-09-08 16:10,85
2026-09-07,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3236,One way,,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-09-08 15:50,BCD,2026-09-08 17:15,85
2026-09-07,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3403,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-08 16:20,BCD,2026-09-08 17:35,75
2026-09-07,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4299,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-08 13:35,BCD,2026-09-08 14:50,75
2026-09-07,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4860,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-08 07:15,BCD,2026-09-08 08:40,85
2026-09-07,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4971,One way,,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-09-08 09:20,BCD,2026-09-08 10:35,75
2026-09-07,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-07,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1913,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-07,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-07,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2060,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-07,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2060,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-07,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2060,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-07,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-07,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2564,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-07,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-07,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2731,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-07,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2731,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-07,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-07,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3963,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-08,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-09 20:25,BCD,2026-09-09 21:50,85
2026-09-08,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2900,One way,,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-09-09 15:50,BCD,2026-09-09 17:15,85
2026-09-08,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2900,One way,,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-09-09 20:15,BCD,2026-09-09 21:40,85
2026-09-08,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3236,One way,,Cebu Pacific,5J 483,Airbus A321neo,Economy,MNL,2026-09-09 11:35,BCD,2026-09-09 13:00,85
2026-09-08,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3236,One way,,Cebu Pacific,5J 487,Airbus A321neo,Economy,MNL,2026-09-09 14:45,BCD,2026-09-09 16:10,85
2026-09-08,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3292,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-09 20:50,BCD,2026-09-09 22:05,75
2026-09-08,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3403,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-09 13:35,BCD,2026-09-09 14:50,75
2026-09-08,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3403,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-09 16:20,BCD,2026-09-09 17:35,75
2026-09-08,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4188,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-09 07:15,BCD,2026-09-09 08:40,85
2026-09-08,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4971,One way,,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-09-09 09:20,BCD,2026-09-09 10:35,75
2026-09-08,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1934,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-08,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1934,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-08,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-08,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2060,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-08,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2060,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-08,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-08,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2396,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-08,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2564,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-08,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-08,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2731,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-08,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2731,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-08,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-08,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3963,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-09,success,True,rolling,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2396,One way,,Cebu Pacific,5J 475,Airbus A320neo,Economy,MNL,2026-09-10 21:25,BCD,2026-09-10 22:50,85
2026-09-09,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2564,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-10 20:15,BCD,2026-09-10 21:40,85
2026-09-09,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2900,One way,,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-09-10 21:50,BCD,2026-09-10 23:15,85
2026-09-09,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3236,One way,,Cebu Pacific,5J 487,Airbus A321neo,Economy,MNL,2026-09-10 14:45,BCD,2026-09-10 16:10,85
2026-09-09,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3236,One way,,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-09-10 15:50,BCD,2026-09-10 17:15,85
2026-09-09,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3292,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-10 20:50,BCD,2026-09-10 22:05,75
2026-09-09,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3403,One way,,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-09-10 16:20,BCD,2026-09-10 17:35,75
2026-09-09,success,True,rolling,80,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",4188,One way,,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-09-10 07:55,BCD,2026-09-10 09:15,80
2026-09-09,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4299,One way,,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-09-10 13:35,BCD,2026-09-10 14:50,75
2026-09-09,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4971,One way,,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-09-10 09:20,BCD,2026-09-10 10:35,75
2026-09-09,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",1934,One way,2026-10-09,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-10-09 21:05,BCD,2026-10-09 22:20,75
2026-09-09,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",1936,One way,2026-10-09,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-10-09 21:40,BCD,2026-10-09 23:05,85
2026-09-09,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2060,One way,2026-10-09,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-10-09 20:25,BCD,2026-10-09 21:50,85
2026-09-09,success,True,festival_target,70,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2290,One way,2026-10-09,Philippines AirAsia,Z2 603,Airbus A320,Economy,MNL,2026-10-09 03:00,BCD,2026-10-09 04:10,70
2026-09-09,success,True,festival_target,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2396,One way,2026-10-09,Cebu Pacific,5J 487,Airbus A321,Economy,MNL,2026-10-09 14:45,BCD,2026-10-09 16:10,85
2026-09-09,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2396,One way,2026-10-09,Cebu Pacific,5J 477,Airbus A321neo,Economy,MNL,2026-10-09 15:50,BCD,2026-10-09 17:15,85
2026-09-09,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2396,One way,2026-10-09,Cebu Pacific,5J 475,Airbus A321neo,Economy,MNL,2026-10-09 17:25,BCD,2026-10-09 18:50,85
2026-09-09,success,True,festival_target,80,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2619,One way,2026-10-09,Philippine Airlines,PR 2129,Airbus A320,Economy,MNL,2026-10-09 04:05,BCD,2026-10-09 05:25,80
2026-09-09,success,True,festival_target,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2900,One way,2026-10-09,Cebu Pacific,5J 473,Airbus A320neo,Economy,MNL,2026-10-09 04:20,BCD,2026-10-09 05:45,85
2026-09-09,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2133,Airbus A320,Economy,MNL,2026-10-09 13:35,BCD,2026-10-09 14:50,75
2026-09-09,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",2955,One way,2026-10-09,Philippine Airlines,PR 2135,Airbus A320,Economy,MNL,2026-10-09 16:20,BCD,2026-10-09 17:35,75
2026-09-09,success,True,festival_target,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",3684,One way,2026-10-09,Cebu Pacific,5J 485,Airbus A321neo,Economy,MNL,2026-10-09 07:15,BCD,2026-10-09 08:40,85
2026-09-09,success,True,festival_target,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",4859,One way,2026-10-09,Philippine Airlines,PR 2131,Airbus A320,Economy,MNL,2026-10-09 09:20,BCD,2026-10-09 10:35,75
2026-09-10,success,True,rolling,85,"{'this_flight': 47000, 'typical_for_this_route': 52000, 'difference_percent': -10}",2564,One way,,Cebu Pacific,5J 479,Airbus A321neo,Economy,MNL,2026-09-11 21:40,BCD,2026-09-11 23:05,85
2026-09-10,success,True,rolling,85,"{'this_flight': 50000, 'typical_for_this_route': 52000, 'difference_percent': -4}",2900,One way,,Cebu Pacific,5J 475,Airbus A320neo,Economy,MNL,2026-09-11 20:15,BCD,2026-09-11 21:40,85
2026-09-10,success,True,rolling,85,"{'this_flight': 61000, 'typical_for_this_route': 52000, 'difference_percent': 17}",2900,One way,,Cebu Pacific,5J 471,Airbus A321,Economy,MNL,2026-09-11 20:25,BCD,2026-09-11 21:50,85
2026-09-10,success,True,rolling,75,"{'this_flight': 62000, 'typical_for_this_route': 52000, 'difference_percent': 19}",3292,One way,,Philippines AirAsia,Z2 605,Airbus A320,Economy,MNL,2026-09-11 21:05,BCD,2026-09-11 22:20,75
