datetime_collected,status,primary_source,collection_mode,hotel_name,lowest_rate,check_in,check_out,target_date,price_php
2026-09-13,success,True,rolling,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,249",2026-09-14,2026-09-15,,1249.0
2026-09-13,success,True,rolling,Planta Hotel & Residences,"₱1,834",2026-09-14,2026-09-15,,1834.0
2026-09-13,success,True,rolling,The Henry Hotel Roost Bacolod,"₱2,911",2026-09-14,2026-09-15,,2911.0
2026-09-13,success,True,rolling,Kasa Boutique Hotel Bacolod,"₱1,404",2026-09-14,2026-09-15,,1404.0
2026-09-13,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,610",2026-09-14,2026-09-15,,1610.0
2026-09-13,success,True,rolling,MO2 Westown Hotel,"₱1,946",2026-09-14,2026-09-15,,1946.0
2026-09-13,success,True,rolling,Acacia Hotel Bacolod,"₱2,352",2026-09-14,2026-09-15,,2352.0
2026-09-13,success,True,rolling,Citadines Bacolod City,"₱4,398",2026-09-14,2026-09-15,,4398.0
2026-09-13,success,True,rolling,Le Cháteau Residences,"₱1,540",2026-09-14,2026-09-15,,1540.0
2026-09-13,success,True,rolling,Royal Am Rei Hotel by RedDoorz,"₱1,010",2026-09-14,2026-09-15,,1010.0
2026-09-13,success,True,rolling,Sanctuary Transient House,"₱1,078",2026-09-14,2026-09-15,,1078.0
2026-09-13,success,True,rolling,North Tourist Inn,"₱1,463",2026-09-14,2026-09-15,,1463.0
2026-09-13,success,True,rolling,Sugarland Hotel,"₱3,095",2026-09-14,2026-09-15,,3095.0
2026-09-13,success,True,rolling,Unit 711 at Cityscapes,"₱1,584",2026-09-14,2026-09-15,,1584.0
2026-09-13,success,True,rolling,Studio Type Condo with Pool & Garden Facilities,"₱1,523",2026-09-14,2026-09-15,,1523.0
2026-09-13,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,346",2026-10-09,2026-10-13,2026-10-09,1346.0
2026-09-13,success,True,festival_target,Seda Capitol Central,"₱3,964",2026-10-09,2026-10-13,2026-10-09,3964.0
2026-09-13,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,937",2026-10-09,2026-10-13,2026-10-09,1937.0
2026-09-13,success,True,festival_target,Central Block Inn,"₱2,150",2026-10-09,2026-10-13,2026-10-09,2150.0
2026-09-13,success,True,festival_target,L'Fisher Hotel,"₱3,444",2026-10-09,2026-10-13,2026-10-09,3444.0
2026-09-13,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634.0
2026-09-13,success,True,festival_target,Bacolod Business Inn,"₱1,604",2026-10-09,2026-10-13,2026-10-09,1604.0
2026-09-13,success,True,festival_target,Citadines Bacolod City,"₱4,401",2026-10-09,2026-10-13,2026-10-09,4401.0
2026-09-13,success,True,festival_target,Sanctuary Transient House,₱784,2026-10-09,2026-10-13,2026-10-09,784.0
2026-09-13,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833.0
2026-09-13,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,403",2026-10-09,2026-10-13,2026-10-09,7403.0
2026-09-13,success,True,festival_target,Sugarland Hotel,"₱3,711",2026-10-09,2026-10-13,2026-10-09,3711.0
2026-09-13,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱2,592",2026-10-09,2026-10-13,2026-10-09,2592.0
2026-09-13,success,True,festival_target,Ong Bun Pension House – Bacolod,₱728,2026-10-09,2026-10-13,2026-10-09,728.0
2026-09-13,success,True,festival_target,Maharlika City Inn,"₱1,533",2026-10-09,2026-10-13,2026-10-09,1533.0
2026-09-13,success,True,festival_target,North Tourist Inn,"₱2,244",2026-10-09,2026-10-13,2026-10-09,2244.0
2026-09-13,success,True,festival_target,The Inns By The Oriental,"₱1,602",2026-10-09,2026-10-13,2026-10-09,1602.0
2026-09-13,success,True,festival_target,Sukro,"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833.0
2026-09-13,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod!,"₱1,462",2026-10-09,2026-10-13,2026-10-09,1462.0
2026-09-13,success,True,festival_target,722 Metropolis Tower Unit 212,"₱1,960",2026-10-09,2026-10-13,2026-10-09,1960.0
2026-09-14,success,True,rolling,Park Inn by Radisson Bacolod,"₱4,900",2026-09-15,2026-09-16,,4900.0
2026-09-14,success,True,rolling,Seda Capitol Central,"₱4,738",2026-09-15,2026-09-16,,4738.0
2026-09-14,success,True,rolling,North Tourist Inn,"₱1,459",2026-09-15,2026-09-16,,1459.0
2026-09-14,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,610",2026-09-15,2026-09-16,,1610.0
2026-09-14,success,True,rolling,Central Block Inn,"₱1,732",2026-09-15,2026-09-16,,1732.0
2026-09-14,success,True,rolling,AVENUE SUITES HOTEL,"₱1,907",2026-09-15,2026-09-16,,1907.0
2026-09-14,success,True,rolling,UrbanView @ Lacson Street Bacolod City by RedDoorz,₱661,2026-09-15,2026-09-16,,661.0
2026-09-14,success,True,rolling,Sukro,"₱1,517",2026-09-15,2026-09-16,,1517.0
2026-09-14,success,True,rolling,Miliview Residences,"₱1,500",2026-09-15,2026-09-16,,1500.0
2026-09-14,success,True,rolling,Bacolod Business Inn,"₱1,539",2026-09-15,2026-09-16,,1539.0
2026-09-14,success,True,rolling,Le Cháteau Residences,"₱1,540",2026-09-15,2026-09-16,,1540.0
2026-09-14,success,True,rolling,Go Hotels Plus Bacolod,"₱1,754",2026-09-15,2026-09-16,,1754.0
2026-09-14,success,True,rolling,Stonehill Suites,"₱4,816",2026-09-15,2026-09-16,,4816.0
2026-09-14,success,True,rolling,Citadines Bacolod City,"₱4,418",2026-09-15,2026-09-16,,4418.0
2026-09-14,success,True,rolling,MO2 Westown Hotel,"₱1,970",2026-09-15,2026-09-16,,1970.0
2026-09-14,success,True,rolling,The Inns By The Oriental,"₱1,733",2026-09-15,2026-09-16,,1733.0
2026-09-14,success,True,rolling,The Henry Hotel Roost Bacolod,"₱3,200",2026-09-15,2026-09-16,,3200.0
2026-09-14,success,True,rolling,GT Hotel Bacolod,"₱2,449",2026-09-15,2026-09-16,,2449.0
2026-09-14,success,True,rolling,The Flats at 5th St,"₱1,629",2026-09-15,2026-09-16,,1629.0
2026-09-14,success,True,rolling,Le Chateau Residences,"₱1,545",2026-09-15,2026-09-16,,1545.0
2026-09-14,success,True,festival_target,Seda Capitol Central,"₱3,928",2026-10-09,2026-10-13,2026-10-09,3928.0
2026-09-14,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,346",2026-10-09,2026-10-13,2026-10-09,1346.0
2026-09-14,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833.0
2026-09-14,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,940",2026-10-09,2026-10-13,2026-10-09,1940.0
2026-09-14,success,True,festival_target,Central Block Inn,"₱1,971",2026-10-09,2026-10-13,2026-10-09,1971.0
2026-09-14,success,True,festival_target,Citadines Bacolod City,"₱3,148",2026-10-09,2026-10-13,2026-10-09,3148.0
2026-09-14,success,True,festival_target,Negrense Suites,"₱1,232",2026-10-09,2026-10-13,2026-10-09,1232.0
2026-09-14,success,True,festival_target,Acacia Hotel Bacolod,"₱2,464",2026-10-09,2026-10-13,2026-10-09,2464.0
2026-09-14,success,True,festival_target,Bacolod Business Inn,"₱1,462",2026-10-09,2026-10-13,2026-10-09,1462.0
2026-09-14,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,403",2026-10-09,2026-10-13,2026-10-09,7403.0
2026-09-14,success,True,festival_target,L'Fisher Hotel,"₱4,074",2026-10-09,2026-10-13,2026-10-09,4074.0
2026-09-14,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod!,"₱1,371",2026-10-09,2026-10-13,2026-10-09,1371.0
2026-09-14,success,True,festival_target,RedDoorz near New Government Center,"₱1,044",2026-10-09,2026-10-13,2026-10-09,1044.0
2026-09-14,success,True,festival_target,MO2 Westown Hotel,"₱2,048",2026-10-09,2026-10-13,2026-10-09,2048.0
2026-09-14,success,True,festival_target,The Henry Hotel Roost Bacolod,"₱2,859",2026-10-09,2026-10-13,2026-10-09,2859.0
2026-09-14,success,True,festival_target,Goldenfield Kundutel Hotel,"₱1,840",2026-10-09,2026-10-13,2026-10-09,1840.0
2026-09-14,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,150",2026-10-09,2026-10-13,2026-10-09,1150.0
2026-09-14,success,True,festival_target,Sanctuary Transient House,₱784,2026-10-09,2026-10-13,2026-10-09,784.0
2026-09-14,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634.0
2026-09-14,success,True,festival_target,Cityscapes Residences - Condo Minimalist 12th Flr,"₱1,494",2026-10-09,2026-10-13,2026-10-09,1494.0
2026-09-15,success,True,rolling,Park Inn by Radisson Bacolod,"₱4,899",2026-09-16,2026-09-17,,4899.0
2026-09-15,success,True,rolling,Go Hotels Plus Bacolod,"₱1,841",2026-09-16,2026-09-17,,1841.0
2026-09-15,success,True,rolling,Central Block Inn,"₱1,732",2026-09-16,2026-09-17,,1732.0
2026-09-15,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,642",2026-09-16,2026-09-17,,1642.0
2026-09-15,success,True,rolling,Citadines Bacolod City,"₱3,498",2026-09-16,2026-09-17,,3498.0
2026-09-15,success,True,rolling,11th Street Bed & Breakfast,"₱1,456",2026-09-16,2026-09-17,,1456.0
2026-09-15,success,True,rolling,Seda Capitol Central,"₱5,800",2026-09-16,2026-09-17,,5800.0
2026-09-15,success,True,rolling,Loc Residences Inn,"₱1,105",2026-09-16,2026-09-17,,1105.0
2026-09-15,success,True,rolling,Negrense Suites,₱866,2026-09-16,2026-09-17,,866.0
2026-09-15,success,True,rolling,Kasa Boutique Hotel Bacolod,"₱1,589",2026-09-16,2026-09-17,,1589.0
2026-09-15,success,True,rolling,Check Inn Bacolod by RedDoorz,"₱1,149",2026-09-16,2026-09-17,,1149.0
2026-09-15,success,True,rolling,Planta Hotel & Residences,"₱1,834",2026-09-16,2026-09-17,,1834.0
2026-09-15,success,True,rolling,AVENUE SUITES HOTEL,"₱1,906",2026-09-16,2026-09-17,,1906.0
2026-09-15,success,True,rolling,RedDoorz near New Government Center,₱874,2026-09-16,2026-09-17,,874.0
2026-09-15,success,True,rolling,The Henry Hotel Roost Bacolod,"₱2,707",2026-09-16,2026-09-17,,2707.0
2026-09-15,success,True,rolling,Bacolod Business Inn,"₱1,295",2026-09-16,2026-09-17,,1295.0
2026-09-15,success,True,rolling,Sukro,"₱1,379",2026-09-16,2026-09-17,,1379.0
2026-09-15,success,True,rolling,O Hotel,"₱2,505",2026-09-16,2026-09-17,,2505.0
2026-09-15,success,True,rolling,Condo with direct access to shopping mall in Bacolod City - Studio with Balcony,"₱2,945",2026-09-16,2026-09-17,,2945.0
2026-09-15,success,True,rolling,Le Chateau Residences - Two-Bedroom Apartment,"₱1,543",2026-09-16,2026-09-17,,1543.0
2026-09-15,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,849",2026-10-09,2026-10-13,2026-10-09,1849.0
2026-09-15,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,346",2026-10-09,2026-10-13,2026-10-09,1346.0
2026-09-15,success,True,festival_target,Seda Capitol Central,"₱4,023",2026-10-09,2026-10-13,2026-10-09,4023.0
2026-09-15,success,True,festival_target,Central Block Inn,"₱2,150",2026-10-09,2026-10-13,2026-10-09,2150.0
2026-09-15,success,True,festival_target,The Henry Hotel Roost Bacolod,"₱2,981",2026-10-09,2026-10-13,2026-10-09,2981.0
2026-09-15,success,True,festival_target,GT Hotel Bacolod,"₱2,426",2026-10-09,2026-10-13,2026-10-09,2426.0
2026-09-15,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634.0
2026-09-15,success,True,festival_target,Bacolod Business Inn,"₱1,605",2026-10-09,2026-10-13,2026-10-09,1605.0
2026-09-15,success,True,festival_target,Citadines Bacolod City,"₱4,412",2026-10-09,2026-10-13,2026-10-09,4412.0
2026-09-15,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833.0
2026-09-15,success,True,festival_target,L'Fisher Hotel,"₱4,076",2026-10-09,2026-10-13,2026-10-09,4076.0
2026-09-15,success,True,festival_target,Acacia Hotel Bacolod,"₱2,464",2026-10-09,2026-10-13,2026-10-09,2464.0
2026-09-15,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,401",2026-10-09,2026-10-13,2026-10-09,7401.0
2026-09-15,success,True,festival_target,Sanctuary Transient House,₱784,2026-10-09,2026-10-13,2026-10-09,784.0
2026-09-15,success,True,festival_target,Sugarland Hotel,"₱2,900",2026-10-09,2026-10-13,2026-10-09,2900.0
2026-09-15,success,True,festival_target,Goldenfield Kundutel Hotel,"₱1,811",2026-10-09,2026-10-13,2026-10-09,1811.0
2026-09-15,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱1,898",2026-10-09,2026-10-13,2026-10-09,1898.0
2026-09-15,success,True,festival_target,Palmas del Mar Conference Resort Hotel,"₱4,018",2026-10-09,2026-10-13,2026-10-09,4018.0
2026-09-15,success,True,festival_target,Sweet Escape Upper Penthouse One Regis - Studio Apartment,"₱2,081",2026-10-09,2026-10-13,2026-10-09,2081.0
2026-09-15,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod! - Studio Apartment,"₱1,466",2026-10-09,2026-10-13,2026-10-09,1466.0
2026-09-16,success,True,rolling,Park Inn by Radisson Bacolod,"₱4,900",2026-09-17,2026-09-18,,4900.0
2026-09-16,success,True,rolling,L'Fisher Hotel,"₱3,577",2026-09-17,2026-09-18,,3577.0
2026-09-16,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,542",2026-09-17,2026-09-18,,1542.0
2026-09-16,success,True,rolling,Sukro,"₱1,384",2026-09-17,2026-09-18,,1384.0
2026-09-16,success,True,rolling,AVENUE SUITES HOTEL,"₱1,907",2026-09-17,2026-09-18,,1907.0
2026-09-16,success,True,rolling,Negrense Suites,₱866,2026-09-17,2026-09-18,,866.0
2026-09-16,success,True,rolling,Le Cháteau Residences,"₱1,540",2026-09-17,2026-09-18,,1540.0
2026-09-16,success,True,rolling,Seda Capitol Central,"₱5,800",2026-09-17,2026-09-18,,5800.0
2026-09-16,success,True,rolling,Citadines Bacolod City,"₱4,775",2026-09-17,2026-09-18,,4775.0
2026-09-16,success,True,rolling,L' Fisher Chalet Restaurant,"₱2,659",2026-09-17,2026-09-18,,2659.0
2026-09-16,success,True,rolling,Bacolod Business Inn,"₱1,297",2026-09-17,2026-09-18,,1297.0
2026-09-16,success,True,rolling,Suntal Residences,"₱1,095",2026-09-17,2026-09-18,,1095.0
2026-09-16,success,True,rolling,Planta Hotel & Residences,"₱1,659",2026-09-17,2026-09-18,,1659.0
2026-09-16,success,True,rolling,RedDoorz near New Government Center,₱974,2026-09-17,2026-09-18,,974.0
2026-09-16,success,True,rolling,Go Hotels Plus Bacolod,"₱1,833",2026-09-17,2026-09-18,,1833.0
2026-09-16,success,True,rolling,Check Inn Bacolod by RedDoorz,"₱1,264",2026-09-17,2026-09-18,,1264.0
2026-09-16,success,True,rolling,Yuhum Bed & Breakfast,"₱1,279",2026-09-17,2026-09-18,,1279.0
2026-09-16,success,True,rolling,Sanctuary Transient House,"₱1,078",2026-09-17,2026-09-18,,1078.0
2026-09-16,success,True,rolling,Studio Type Condo with Pool & Garden Facilities,"₱1,522",2026-09-17,2026-09-18,,1522.0
2026-09-16,success,True,rolling,Condo with direct access to shopping mall in Bacolod City,"₱2,625",2026-09-17,2026-09-18,,2625.0
2026-09-16,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,849",2026-10-09,2026-10-13,2026-10-09,1849.0
2026-09-16,success,True,festival_target,Seda Capitol Central,"₱4,025",2026-10-09,2026-10-13,2026-10-09,4025.0
2026-09-16,success,True,festival_target,MO2 Westown Hotel,"₱2,048",2026-10-09,2026-10-13,2026-10-09,2048.0
2026-09-16,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634.0
2026-09-16,success,True,festival_target,Bacolod Business Inn,"₱1,605",2026-10-09,2026-10-13,2026-10-09,1605.0
2026-09-16,success,True,festival_target,L'Fisher Hotel,"₱3,464",2026-10-09,2026-10-13,2026-10-09,3464.0
2026-09-16,success,True,festival_target,Citadines Bacolod City,"₱4,401",2026-10-09,2026-10-13,2026-10-09,4401.0
2026-09-16,success,True,festival_target,The Henry Hotel Roost Bacolod,"₱2,966",2026-10-09,2026-10-13,2026-10-09,2966.0
2026-09-16,success,True,festival_target,Sugarland Hotel,"₱2,792",2026-10-09,2026-10-13,2026-10-09,2792.0
2026-09-16,success,True,festival_target,Acacia Hotel Bacolod,"₱2,464",2026-10-09,2026-10-13,2026-10-09,2464.0
2026-09-16,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,402",2026-10-09,2026-10-13,2026-10-09,7402.0
2026-09-16,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,379",2026-10-09,2026-10-13,2026-10-09,1379.0
2026-09-16,success,True,festival_target,GT Hotel Bacolod,"₱1,824",2026-10-09,2026-10-13,2026-10-09,1824.0
2026-09-16,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱1,818",2026-10-09,2026-10-13,2026-10-09,1818.0
2026-09-16,success,True,festival_target,Sukro,"₱1,833",2026-10-09,2026-10-13,2026-10-09,1833.0
2026-09-16,success,True,festival_target,The Inns By The Oriental,"₱1,681",2026-10-09,2026-10-13,2026-10-09,1681.0
2026-09-16,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod! - Studio Apartment,"₱1,465",2026-10-09,2026-10-13,2026-10-09,1465.0
2026-09-16,success,True,festival_target,WESTOWN HOTEL MANDALAGAN,"₱1,696",2026-10-09,2026-10-13,2026-10-09,1696.0
2026-09-16,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,255",2026-10-09,2026-10-13,2026-10-09,1255.0
2026-09-16,success,True,festival_target,Unit 711 at Cityscapes,"₱1,505",2026-10-09,2026-10-13,2026-10-09,1505.0
2026-09-17,success,True,rolling,Park Inn by Radisson Bacolod,"₱5,548",2026-09-18,2026-09-19,,5548.0
2026-09-17,success,True,rolling,Seda Capitol Central,"₱5,025",2026-09-18,2026-09-19,,5025.0
2026-09-17,success,True,rolling,Go Hotels Plus Bacolod,"₱1,612",2026-09-18,2026-09-19,,1612.0
2026-09-17,success,True,rolling,Stonehill Suites,"₱4,021",2026-09-18,2026-09-19,,4021.0
2026-09-17,success,True,rolling,Sukro,"₱1,517",2026-09-18,2026-09-19,,1517.0
2026-09-17,success,True,rolling,Acacia Hotel Bacolod,"₱2,357",2026-09-18,2026-09-19,,2357.0
2026-09-17,success,True,rolling,North Tourist Inn,"₱1,522",2026-09-18,2026-09-19,,1522.0
2026-09-17,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱2,046",2026-09-18,2026-09-19,,2046.0
2026-09-17,success,True,rolling,Check Inn Bacolod by RedDoorz,"₱1,210",2026-09-18,2026-09-19,,1210.0
2026-09-17,success,True,rolling,Citadines Bacolod City,"₱4,397",2026-09-18,2026-09-19,,4397.0
2026-09-17,success,True,rolling,Planta Hotel & Residences,"₱1,826",2026-09-18,2026-09-19,,1826.0
2026-09-17,success,True,rolling,AVENUE SUITES HOTEL,"₱2,058",2026-09-18,2026-09-19,,2058.0
2026-09-17,success,True,rolling,L'Fisher Hotel,"₱5,337",2026-09-18,2026-09-19,,5337.0
2026-09-17,success,True,rolling,The Henry Hotel Roost Bacolod,"₱2,663",2026-09-18,2026-09-19,,2663.0
2026-09-17,success,True,rolling,The Inns By The Oriental,"₱1,732",2026-09-18,2026-09-19,,1732.0
2026-09-17,success,True,rolling,WJV INN BACOLOD LIBERTAD,₱815,2026-09-18,2026-09-19,,815.0
2026-09-17,success,True,rolling,Kasa Boutique Hotel Bacolod,"₱1,122",2026-09-18,2026-09-19,,1122.0
2026-09-17,success,True,rolling,Bacolod Business Inn,"₱1,617",2026-09-18,2026-09-19,,1617.0
2026-09-17,success,True,rolling,The Linds Condo Unit 814 Cityscape - Standard Studio,"₱1,914",2026-09-18,2026-09-19,,1914.0
2026-09-17,success,True,rolling,Le Chateau Residences - Two-Bedroom Apartment,"₱1,539",2026-09-18,2026-09-19,,1539.0
2026-09-17,success,True,festival_target,Seda Capitol Central,"₱4,026",2026-10-09,2026-10-13,2026-10-09,4026.0
2026-09-17,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,977",2026-10-09,2026-10-13,2026-10-09,1977.0
2026-09-17,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱1,818",2026-10-09,2026-10-13,2026-10-09,1818.0
2026-09-17,success,True,festival_target,L'Fisher Hotel,"₱4,075",2026-10-09,2026-10-13,2026-10-09,4075.0
2026-09-17,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,400",2026-10-09,2026-10-13,2026-10-09,7400.0
2026-09-17,success,True,festival_target,Citadines Bacolod City,"₱4,403",2026-10-09,2026-10-13,2026-10-09,4403.0
2026-09-17,success,True,festival_target,MO2 Westown Hotel,"₱2,015",2026-10-09,2026-10-13,2026-10-09,2015.0
2026-09-17,success,True,festival_target,Acacia Hotel Bacolod,"₱2,948",2026-10-09,2026-10-13,2026-10-09,2948.0
2026-09-17,success,True,festival_target,Bacolod Business Inn,"₱1,605",2026-10-09,2026-10-13,2026-10-09,1605.0
2026-09-17,success,True,festival_target,Suntal Residences,"₱1,800",2026-10-09,2026-10-13,2026-10-09,1800.0
2026-09-17,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,263",2026-10-09,2026-10-13,2026-10-09,1263.0
2026-09-17,success,True,festival_target,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,634",2026-10-09,2026-10-13,2026-10-09,1634.0
2026-09-17,success,True,festival_target,Central Block Inn,"₱4,300",2026-10-09,2026-10-13,2026-10-09,4300.0
2026-09-17,success,True,festival_target,GT Hotel Bacolod,"₱2,426",2026-10-09,2026-10-13,2026-10-09,2426.0
2026-09-17,success,True,festival_target,RedDoorz near New Government Center,"₱1,341",2026-10-09,2026-10-13,2026-10-09,1341.0
2026-09-17,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,149",2026-10-09,2026-10-13,2026-10-09,1149.0
2026-09-17,success,True,festival_target,Circle Inn - Hotel & Suites (Bacolod),"₱3,663",2026-10-09,2026-10-13,2026-10-09,3663.0
2026-09-17,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod! - Studio Apartment,"₱1,465",2026-10-09,2026-10-13,2026-10-09,1465.0
2026-09-17,success,True,festival_target,Sanctuary Transient House,₱784,2026-10-09,2026-10-13,2026-10-09,784.0
2026-09-17,success,True,festival_target,722 Metropolis Tower Unit 212,"₱1,960",2026-10-09,2026-10-13,2026-10-09,1960.0
2026-09-18,success,True,rolling,Park Inn by Radisson Bacolod,"₱4,460",2026-09-19,2026-09-20,,4460.0
2026-09-18,success,True,rolling,AVENUE SUITES HOTEL,"₱1,997",2026-09-19,2026-09-20,,1997.0
2026-09-18,success,True,rolling,Citadines Bacolod City,"₱3,545",2026-09-19,2026-09-20,,3545.0
2026-09-18,success,True,rolling,Stonehill Suites,"₱3,321",2026-09-19,2026-09-20,,3321.0
2026-09-18,success,True,rolling,Circle Inn - Hotel & Suites (Bacolod),"₱1,952",2026-09-19,2026-09-20,,1952.0
2026-09-18,success,True,rolling,Go Hotels Plus Bacolod,"₱2,164",2026-09-19,2026-09-20,,2164.0
2026-09-18,success,True,rolling,UrbanView @ Lacson Street Bacolod City by RedDoorz,"₱1,734",2026-09-19,2026-09-20,,1734.0
2026-09-18,success,True,rolling,Bacolod Business Inn,"₱1,823",2026-09-19,2026-09-20,,1823.0
2026-09-18,success,True,rolling,Acacia Hotel Bacolod,"₱2,610",2026-09-19,2026-09-20,,2610.0
2026-09-18,success,True,rolling,The Henry Hotel Roost Bacolod,"₱2,859",2026-09-19,2026-09-20,,2859.0
2026-09-18,success,True,rolling,Seda Capitol Central,"₱5,326",2026-09-19,2026-09-20,,5326.0
2026-09-18,success,True,rolling,Planta Hotel & Residences,"₱2,338",2026-09-19,2026-09-20,,2338.0
2026-09-18,success,True,rolling,North Tourist Inn,"₱1,417",2026-09-19,2026-09-20,,1417.0
2026-09-18,success,True,rolling,Sukro,"₱1,719",2026-09-19,2026-09-20,,1719.0
2026-09-18,success,True,rolling,The Inns By The Oriental,"₱1,733",2026-09-19,2026-09-20,,1733.0
2026-09-18,success,True,rolling,11th Street Bed & Breakfast,"₱1,577",2026-09-19,2026-09-20,,1577.0
2026-09-18,success,True,rolling,Check Inn Bacolod by RedDoorz,"₱1,332",2026-09-19,2026-09-20,,1332.0
2026-09-18,success,True,rolling,Sugarland Hotel,"₱2,999",2026-09-19,2026-09-20,,2999.0
2026-09-18,success,True,rolling,Le Chateau Residences - Two-Bedroom Apartment,"₱1,655",2026-09-19,2026-09-20,,1655.0
2026-09-18,success,True,rolling,Bacolod Tiny House FAST WIFI with Barbeque Area - One-Bedroom House,"₱1,638",2026-09-19,2026-09-20,,1638.0
2026-09-18,success,True,festival_target,Seda Capitol Central,"₱4,076",2026-10-09,2026-10-13,2026-10-09,4076.0
2026-09-18,success,True,festival_target,Go Hotels Plus Bacolod,"₱1,378",2026-10-09,2026-10-13,2026-10-09,1378.0
2026-09-18,success,True,festival_target,L'Fisher Hotel,"₱4,431",2026-10-09,2026-10-13,2026-10-09,4431.0
2026-09-18,success,True,festival_target,AVENUE SUITES HOTEL,"₱1,978",2026-10-09,2026-10-13,2026-10-09,1978.0
2026-09-18,success,True,festival_target,Citadines Bacolod City,"₱4,401",2026-10-09,2026-10-13,2026-10-09,4401.0
2026-09-18,success,True,festival_target,Park Inn by Radisson Bacolod,"₱7,402",2026-10-09,2026-10-13,2026-10-09,7402.0
2026-09-18,success,True,festival_target,Sanctuary Transient House,₱784,2026-10-09,2026-10-13,2026-10-09,784.0
2026-09-18,success,True,festival_target,Acacia Hotel Bacolod,"₱2,980",2026-10-09,2026-10-13,2026-10-09,2980.0
2026-09-18,success,True,festival_target,Bacolod Business Inn,"₱1,605",2026-10-09,2026-10-13,2026-10-09,1605.0
2026-09-18,success,True,festival_target,Maharlika City Inn,"₱1,518",2026-10-09,2026-10-13,2026-10-09,1518.0
2026-09-18,success,True,festival_target,Affordable Condo beside Ayala Mall Bacolod! - Studio Apartment,"₱1,467",2026-10-09,2026-10-13,2026-10-09,1467.0
2026-09-18,success,True,festival_target,Check Inn Bacolod by RedDoorz,"₱1,255",2026-10-09,2026-10-13,2026-10-09,1255.0
2026-09-18,success,True,festival_target,LOPEZ LUX @Mesavirre Bacolod,"₱2,856",2026-10-09,2026-10-13,2026-10-09,2856.0
2026-09-18,success,True,festival_target,11th Street Bed & Breakfast,"₱1,776",2026-10-09,2026-10-13,2026-10-09,1776.0
2026-09-18,success,True,festival_target,Stonehill Suites,N/A,2026-10-09,2026-10-13,2026-10-09,
2026-09-18,success,True,festival_target,IGNACIO'S place DORM & TRANSIENTS,"₱1,332",2026-10-09,2026-10-13,2026-10-09,1332.0
2026-09-18,success,True,festival_target,MO2 Westown Hotel,"₱2,048",2026-10-09,2026-10-13,2026-10-09,2048.0
